iteration	loss	baseline	error	formula	error	
55	1.12577713	0.19846287	0.18760347	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
56	0.71733397	0.19702673	0.16974005	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
57	0.31752551	0.19421756	0.14084332	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
58	0.87939566	0.19316991	0.17326455	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
59	0.45146146	0.19070534	0.14387876	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
60	0.55320829	0.18994766	0.17555188	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
61	0.75677788	0.18862271	0.16344862	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
62	0.23038135	0.18616995	0.13956748	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
63	0.74756664	0.18487258	0.16022275	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
64	2.42947745	0.18878376	0.26309642	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
