iteration	loss	baseline	error	formula	error	
39	0.00548406	0.08396140	0.08479228	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
40	0.00631943	0.08399201	0.08457366	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
41	0.00575140	0.08401410	0.08443371	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
42	0.01327878	0.08403668	0.08446568	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
43	0.00904299	0.08407281	0.08475938	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
44	0.01204847	0.08407889	0.08419435	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
45	0.00794952	0.08409679	0.08443679	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
46	0.01186423	0.08420005	0.08616195	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
47	0.01643835	0.08417736	0.08374628	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
48	0.00500882	0.08418023	0.08423473	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
